CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Laredo,Civic Center,TX,US,2018-03-24,FB: 77,77,,77,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://www.facebook.com/events/1772940243012786/,,,
Llano,,TX,US,2018-03-24,na,50,,50,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,Facebook page of Llano County Democratic Party,,,
Longview,,TX,US,2018-03-24,a few hundred,200,,200,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://twitter.com/lulu_the_fairy/status/977751855500611584,http://valleycentral.com/news/local/hundreds-participate-in-mcallens-march-for-our-lives,,
Lubbock,Tim Cole Memorial Statue,TX,US,2018-03-24,hundreds,200,,200,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://www.everythinglubbock.com/news/klbk-news/march-for-our-lives-movement-rally-in-lubbock/1075416927,http://www.kcbd.com/story/37801761/part-of-national-march-for-our-lives-takes-place-in-lubbock,http://www.dailytoreador.com/news/protesters-gather-in-lubbock-as-part-of-national-march-for/article_d822d0ca-2fdc-11e8-a451-f79422432bb7.html,hundreds (video)
Marfa,Presidio County Courthouse,TX,US,2018-03-24,more than one hundred and fifty,150,,150,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://marfapublicradio.org/blog/in-west-texas-march-for-our-lives-rally-brings-calls-for-gun-control/,,,
McAllen,,TX,US,2018-03-24,hundreds,200,,200,,,March for Our Lives McAllen,support gun control,1,march,0,0,0,0,1,1,https://twitter.com/SheilasApron/status/977760710070587392,,,
McKinney,Collin County Courthouse,TX,US,2018-03-24,dozens; a few hundred,24,,200,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://www.nbcdfw.com/news/local/March-For-Our-Lives-477737693.html,https://twitter.com/teshmeintheam/status/977794542907871233,,
Mission,Bannworth Park,TX,US,2018-03-24,,,,,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://netargv.com/2018/03/20/3-march-for-our-lives-events-planned-in-the-rgv/,,,
New Braunfels,Main Downtown Plaza,TX,US,2018-03-24,FB: 45,45,,45,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.fox7austin.com/news/local-news/march-for-our-lives-in-central-texas,https://www.facebook.com/events/225480628016741/,,
Pecos,,TX,US,2018-03-24,,,,,,,March for Our Lives,support gun control,1,march,,,,,1,1,https://twitter.com/ThisIsItYall/status/977139649163427841,,,
Pflugerville,the Pfield district stadium,TX,US,2018-03-24,more than 200,200,,200,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://www.statesman.com/news/local/pflugerville-students-adults-call-for-action-march-for-our-lives-rally/6Iy6vZok6HK7wwKpcB9LhN/,,,
Round Rock,,TX,US,2018-03-24,about 300,300,,300,,,March for Our Lives ,support gun control,1,march,,,,,1,1,FB,https://twitter.com/bonnie_berry/status/977722498153435136,,
San Angelo,Tom Green County Courthouse,TX,US,2018-03-24,,,,,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://www.gosanangelo.com/story/news/local/2018/03/24/san-angelo-activists-join-nation-march-our-lives-event/455976002/,,,
San Antonio,Guadalupe Theater to downtown to intersection of Cesar Chavez Boulevard and Indianola,TX,US,2018-03-24,about 500; about 5500,500,,5500,,,March for Our Lives ,support gun control; general social justice issues,1,march,0,0,0,0,1,1,https://www.mysanantonio.com/news/local/article/San-Antonio-marchers-demand-justice-for-workers-12778948.php,https://www.mysanantonio.com/news/local/article/More-than-1-000-march-through-downtown-San-12779270.php,,22nd Annual Cesar E. Chavez March for Justice
Sherman,Grayson County Courthouse,TX,US,2018-03-24,around 100,100,,100,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.heralddemocrat.com/news/20180324/local-protesters-join-8216march-for-our-lives8217,,,
Spring,Woodwinds Center,TX,US,2018-03-24,more than 1000,1000,,1000,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://www.chron.com/neighborhood/woodlands/news/article/March-For-Our-Lives-event-in-The-Woodlands-draws-12780042.php,,,
Sugar Land,Sugar Land Memorial Park to Smart Financial Center,TX,US,2018-03-24,na,800,,1000,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://twitter.com/Huntermedia/status/977735647179018240,,,
Tyler,,TX,US,2018-03-24,about 250,250,,250,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://twitter.com/TreasurerMcleod/status/977765665540108288,,,
Victoria,DeLeon Plaza,TX,US,2018-03-24,dozens ,24,,24,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://www.crossroadstoday.com/story/37801849/march-for-our-lives-comes-to-victoria,,,
Waco,Heritage Square,TX,US,2018-03-24,nearly 400,400,,400,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://www.wacotrib.com/news/politics/students-bring-passionate-speeches-to-march-for-our-lives-rally/article_b33e5795-195f-5307-a4ae-e046e8e1deb5.html,,,
Wichita Falls,Wichita Falls Farmer's Market,TX,US,2018-03-24,hundreds,200,,200,,,Wichita Falls Democrats,support gun control,1,march,0,0,0,0,1,1,https://www.timesrecordnews.com/story/news/local/2018/03/24/hundreds-join-march-our-lives/456272002/,,,
Cedar City,Southern Utah University; downtown,UT,US,2018-03-24,nearly 150,150,,150,,,Cedar City March For Our Lives,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://suindependent.com/march-for-our-lives-cedar-city/,https://www.thespectrum.com/story/news/2018/03/24/nearly-1-000-participate-st-george-march-our-lives/455892002/,
Logan,Cache County Courthouse,UT,US,2018-03-24,more than 200,200,,200,,,"March for Our Lives - Logan, UT",support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://news.hjnews.com/logan_hj/march-madness-logan-rally-coincides-with-large-turnouts-across-nation/article_a22daed6-aae1-5b03-b8bc-02cb966fb98b.html,,
Park City,,UT,US,2018-03-24,Hundreds,200,,200,,,"March for Our Lives - Park City, UT",support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://fox13now.com/2018/03/24/survivors-of-parkland-shooting-lend-their-voices-to-march-for-our-lives-in-park-city/,,
Saint George,Dixie State University Eccles Fine Arts Building,UT,US,2018-03-24,800-1000,800,,1000,,,St. George March for our Lives,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.thespectrum.com/story/news/2018/03/24/nearly-1-000-participate-st-george-march-our-lives/455892002/,,
Salt Lake City,State Capitol,UT,US,2018-03-24,at least 6000; estimate 8000,6000,,8000,,,"March for Our Lives - Salt Lake City, UT",support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.myjournalcourier.com/news/education/article/Thousands-rally-march-in-Utah-for-gun-control-12778910.php,http://fox13now.com/2018/03/24/thousands-of-utahns-march-for-our-lives-in-support-of-gun-reforms/,
Abingdon,Washington County Courthouse,VA,US,2018-03-24,dozens; 250+,24,,250,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://wcyb.com/news/local/march-for-our-lives-event-draws-dozens-in-abingdon,https://twitter.com/annehelen/status/977938169407524864,,
Alexandria,Lyles-Crouch Traditional Academy,VA,US,2018-03-24,between 225 and 250,225,,250,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://www.facebook.com/events/343912186114063/?active_tab=discussion,https://alextimes.com/2018/03/marchforourlives/,,
Blacksburg,Henderson Lawn,VA,US,2018-03-24,more than 200,200,,200,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://www.whsv.com/content/news/Virginia-cities-to-join-Saturdays-March-For-Our-Lives-477761963.html,http://www.collegiatetimes.com/news/community-marches-in-stand-with-students-blacksburg/article_b589512e-3059-11e8-8f9d-47f7e77ef02b.html,https://www.wsls.com/news/virginia/new-river-valley/people-in-blacksburg-show-support-for-dc-gun-violence-protest,
Charlottesville,the Sprint Pavilion,VA,US,2018-03-24,thousands; 3500,2000,,3500,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://www.whsv.com/content/news/Virginia-cities-to-join-Saturdays-March-For-Our-Lives-477761963.html,http://www.nbc29.com/story/37802068/thousands-participate-in-charlottesvilles-march-for-our-lives-demonstration,http://www.dailyprogress.com/news/local/anti-gun-violence-march-fills-downtown-mall/article_b9088724-2fc4-11e8-823f-577d2d023d7e.html,
Chesapeake,city hall,VA,US,2018-03-24,,,,,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://www.whsv.com/content/news/Virginia-cities-to-join-Saturdays-March-For-Our-Lives-477761963.html,https://pilotonline.com/news/local/article_06138fec-2f88-11e8-8e05-431e921c02fd.html,,
Fredericksburg,corner of State Route 3 and William Street,VA,US,2018-03-24,roughly 400,400,,400,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://www.fredericksburg.com/news/local/fredericksburg/march-for-our-lives-rally-draws-hundreds-in-fredericksburg/article_743a037c-358a-5a7d-8840-3a82c3d6e464.html,,,
Kilmarnock,parking lot of Chesapeake Commons to parking lot of Grace Episcopal Church,VA,US,2018-03-24,na,154,,154,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://northumberlandvadems.org/2018/03/13/march-for-our-lives-kilmarnock-march-24/,http://rrecord.com/community-members-join-march-for-our-lives/,,
Manassas,,VA,US,2018-03-24,dozens,24,,24,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://www.whsv.com/content/news/Virginia-cities-to-join-Saturdays-March-For-Our-Lives-477761963.html,http://www.insidenova.com/news/prince_william/march-for-our-lives-manassas-pics/article_42d9d702-30f9-11e8-a06a-1f5cba35a6a8.html,,
Marion,,VA,US,2018-03-24,,,,,,,March For Our Lives ,support gun control,1,march,,,,,1,1,http://www.heraldcourier.com/news/march-for-our-lives-event-to-be-held-in-abingdon/article_10a67360-2e49-11e8-ba00-4bd4ec603aa0.html,,,
Newport News,Patrick Henry Mall down Jefferson Avenue.,VA,US,2018-03-24,about 200,200,,200,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://www.dailypress.com/news/newport-news/dp-nws-march-for-our-lives-gun-control-peninsula-20180321-story.html,,,
Norfolk,Nauticus; Town Point Park,VA,US,2018-03-24,up to 3000,3000,,3000,,,FC Young Democrats,support gun control,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/806137529591344/,http://wtkr.com/2018/03/24/hundreds-chanted-for-change-during-march-of-our-lives-rally-in-norfolk/,,
Onancock,Holy Trinity Episcopal Church to Onancock Park,VA,US,2018-03-24,more than 70,70,,70,,,March For Our Lives Grays Harbor,support gun control,1,march,0,0,0,0,1,1,https://www.delmarvanow.com/story/news/local/virginia/2018/03/27/march-our-lives-virginia-eastern-shore/462026002/,,,
Richmond,Martin Luther King Jr. Middle School to capitol,VA,US,2018-03-24,about 5000,5000,,5000,,,March For Our Lives Grays Harbor,support gun control,1,march,0,0,0,0,1,1,http://www.whsv.com/content/news/Virginia-cities-to-join-Saturdays-March-For-Our-Lives-477761963.html,http://www.richmond.com/news/local/education/we-will-not-be-silenced-anymore-thousands-in-richmond-march/article_e2b5c776-c9ac-57d4-9741-bef50c5d921a.html,,
Staunton,,VA,US,2018-03-24,more than 200,200,,200,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://www.whsv.com/content/news/Hundreds-march-for-gun-control-in-Staunton--477831653.html,,,
Warrenton,courthouse square,VA,US,2018-03-24,,,,,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,https://twitter.com/FauquierMoms/status/977604361672159233,,,
Williamsburg,Duke of Gloucester Street,VA,US,2018-03-24,about 1000,1000,,1200,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://www.whsv.com/content/news/Virginia-cities-to-join-Saturdays-March-For-Our-Lives-477761963.html,http://www.vagazette.com/news/va-vg-march-for-our-lives-20180324-story.html,https://wydaily.com/local-news/2018/03/24/march-for-our-lives-williamsburg-draws-more-than-a-thousand-gun-control-advocates/,
Winchester,Shenandoah Civil War Museum,VA,US,2018-03-24,at least 600,600,,600,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://www.winchesterstar.com/news/clarke/students-at-march-for-our-lives-rally-aim-to-change/article_99fb7998-8ddc-5d44-a5f9-b4027564f117.html,,,
Bennington,the Four Corners downtown,VT,US,2018-03-24,over 100,100,,100,,,March For Our Lives; Greater Bennington Peace and Justice Center ,support gun control,1,march,0,0,0,0,1,1,https://towardfreedom.com/archives/americas/the-tide-of-anti-gun-sentiment-is-rising-a-photo-essay-from-vermonts-march-for-our-lives/,,,
Manchester,,VT,US,2018-03-24,,,,,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,https://towardfreedom.com/archives/americas/the-tide-of-anti-gun-sentiment-is-rising-a-photo-essay-from-vermonts-march-for-our-lives/,,,
Middlebury,Town Green,VT,US,2018-03-24,FB: 71,71,,71,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://www.youtube.com/watch?v=mE-Tu15Fas4,https://www.facebook.com/events/169547197003701/,,
Montpelier,Statehouse,VT,US,2018-03-24,at least 2000; about 2500,2000,,5000,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1170867456350215/,https://www.sevendaysvt.com/OffMessage/archives/2018/03/24/walters-thousands-attend-march-for-our-lives-rally-in-montpelier,https://www.burlingtonfreepress.com/story/news/politics/2018/03/22/march-our-lives-expected-draw-large-crowds-vermont-capital-montpelier/438342002/,https://twitter.com/ACDCVT/status/978025755836854273
Putney,The Putney Commons,VT,US,2018-03-24,FB: 41,41,,41,,,The Putney Huddle,support gun control,1,march,0,0,0,0,1,1,https://www.facebook.com/events/912198985620351/,,,
Rutland,,VT,US,2018-03-24,video script: hundreds,200,,200,,,March For Our Lives Grays Harbor,support gun control,1,march,0,0,0,0,1,1,http://www.wcax.com/content/news/Rutland-March-for-Our-Lives-event--477832703.html,,,
St. Johnsbury,Main St.,VT,US,2018-03-24,about 80,80,,80,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://www.caledonianrecord.com/news/local/community-rally-locally-a-march-for-our-lives-event/article_7d1ffe87-ada0-599e-b86c-91de86c92dc9.html,,,
Aberdeen,Zelasko Park,WA,US,2018-03-24,about two dozen,24,,24,,,March For Our Lives Grays Harbor,support gun control,1,march; rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.aberdeennews.com/news/local/small-but-dedicated-group-marched-for-lives-saturday/article_87459dc2-65c8-58de-a190-b76db86a7226.html,,
Auburn,Homewood Terrace,WA,US,2018-03-24,,,,,,,"March For Our Lives - Auburn, WA",support gun control,1,march,,,,,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://twitter.com/johnwalling/status/977460435732414465,,
Blaine,Blaine high school,WA,US,2018-03-24,FB: 16,16,,16,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://www.seattlepi.com/local/politics/article/Connelly-Millions-across-country-thousands-12778818.php,https://www.facebook.com/events/154629128535873/,,
Bellingham,City Hall,WA,US,2018-03-24,up to 3000,3000,,3000,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://www.seattlepi.com/local/politics/article/Connelly-Millions-across-country-thousands-12778818.php,http://www.bellinghamherald.com/news/local/article206655994.html,,
Eastsound,Orcas Island,WA,US,2018-03-24,more than 100,100,,100,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://www.seattlepi.com/local/politics/article/Connelly-Millions-across-country-thousands-12778818.php,,,
Ellensburg,Courthouse,WA,US,2018-03-24,more than 100,100,,100,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.dailyrecordnews.com/news/more-than-attend-march-for-our-lives-protest-in-ellensburg/article_4a24bb80-576f-5524-93c6-e7a06715972b.html,,
Everett,Snohomish County County Plaza & Amphitheater,WA,US,2018-03-24,thousands,2000,,2000,,,WA - Everett - March For Our Lives,support gun control,1,rally; march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.heraldnet.com/news/protesting-students-here-have-their-own-horrific-memories/,,
Friday Harbor,"began at the County Courthouse, continued down Spring Street, up Second Street back to the San Juan County Courthouse",WA,US,2018-03-24,more than 600,600,,600,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://www.seattlepi.com/local/politics/article/Connelly-Millions-across-country-thousands-12778818.php,http://sanjuanislander.com/photos/event-photos/slideshow-march-for-life-in-friday-harbor-march-24-2018,,
Kingston,,WA,US,2018-03-24,,,,,,,March for Our Lives,support gun control,1,march,,,,,1,1,https://www.seattlepi.com/local/politics/article/Connelly-Millions-across-country-thousands-12778818.php,,,
Langley,,WA,US,2018-03-24,estimated 300,300,,300,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://www.seattlepi.com/local/politics/article/Connelly-Millions-across-country-thousands-12778818.php,http://www.southwhidbeyrecord.com/news/empty-shoes-for-kids-gone-to-guns/,,
Longview,civic circle,WA,US,2018-03-24,na,350,,350,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://www.seattlepi.com/local/politics/article/Connelly-Millions-across-country-thousands-12778818.php,,,
Marysville,Asbery Field,WA,US,2018-03-24,about 100,100,,100,,,Marysville March for Our Lives,support gun control,1,rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.heraldnet.com/news/protesting-students-here-have-their-own-horrific-memories/,http://www.marysvilleglobe.com/news/mville-protests-against-shootings-at-schools-slide-show/,
Moses Lake,"down Broadway avenue for a half mile, from Alder street to Fir street",WA,US,2018-03-24,From video: dozens,24,,24,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://www.seattlepi.com/local/politics/article/Connelly-Millions-across-country-thousands-12778818.php,http://www.ifiberone.com/columbia_basin/march-for-our-lives-included-several-high-school-students-and/article_be2a25d2-2fd3-11e8-9021-fb8d1e699bed.html,http://www.ifiberone.com/columbia_basin/march-for-our-lives-included-several-high-school-students-and/article_be2a25d2-2fd3-11e8-9021-fb8d1e699bed.html,
Mount Vernon,Mount Vernon High School,WA,US,2018-03-24,a thousand,1000,,1000,,,March For Our Lives- Skagit County,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.goskagit.com/news/skagit-county-students-march-to-end-gun-violence/article_d577a1dc-4974-5d06-b6fb-4f08cfe56b61.html,,
