City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Admin Role
Hot Springs,"Arkansas School for Mathematics, Sciences and the Art",AR,US,2018-03-14,about 70,70,,70,,,students,,1,walkout,0,0,0,0,1,1,http://www.arkansasonline.com/news/2018/mar/15/arkansas-kids-join-walkout-20180315/?page=4,,,,
Little Rock ,Central High School,AR,US,2018-03-14,hundreds,200,,200,,,students,,1,walkout,0,0,0,0,1,1,http://www.arkansasonline.com/news/2018/mar/15/arkansas-kids-join-walkout-20180315/?page=4,,,,
Little Rock ,Forest Heights STEM Academy,AR,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,http://www.arkansasonline.com/news/2018/mar/15/arkansas-kids-join-walkout-20180315/?page=4,,,,
Little Rock ,Hall High School,AR,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,http://www.arkansasonline.com/news/2018/mar/15/arkansas-kids-join-walkout-20180315/?page=4,,,,
Little Rock ,J.A. Fair High School,AR,US,2018-03-14,,,,,,,students,,1,memorial assembly,0,0,0,0,0,1,http://www.arkansasonline.com/news/2018/mar/15/arkansas-kids-join-walkout-20180315/?page=4,,,,
Little Rock ,Pulaski Heights Middle School,AR,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,http://www.arkansasonline.com/news/2018/mar/15/arkansas-kids-join-walkout-20180315/?page=4,,,,
Maumelle ,Maumelle High School,AR,US,2018-03-14,,,,,,,students,pro-school safety,1,assembly,0,0,0,0,1,1,http://www.arkansasonline.com/news/2018/mar/15/arkansas-kids-join-walkout-20180315/?page=4,,,,
North Little Rock,North Little Rock High School,AR,US,2018-03-14,approximately 75,75,,75,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.thv11.com/article/news/politics/north-little-rock-high-has-vigil-for-parkland-victims/91-528709213,,,,
Texarkana,Arkansas High School,AR,US,2018-03-14,more than 200,200,,200,,,students,,1,walkout,0,0,0,0,0,1,http://www.arkansasonline.com/news/2018/mar/15/arkansas-kids-join-walkout-20180315/?page=4,,,,
White Hall,White Hall High School,AR,US,2018-03-14,na,10,,10,,,students,,1,walkout,0,0,0,0,1,1,http://www.arkansasmatters.com/news/local-news/parent-students-paddled-after-participating-in-walkout/1049088398,,,,
White Hall,White Hall Middle School,AR,US,2018-03-14,na,3,,3,,,students,,1,walkout,0,0,0,0,0,1,http://www.arkansasmatters.com/news/local-news/parent-students-paddled-after-participating-in-walkout/1049088398,,,,
Catalina Foothills,Orange Grove Middle School,AZ,US,2018-03-14,more than 500,500,,500,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.tucsonweekly.com/tucson/class-act/Content?oid=15257235,,,,
Cave Creek,Cactus Shadows High School,AZ,US,2018-03-14,hundreds,200,,200,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.washingtonpost.com/news/education/wp/2018/03/14/students-have-just-had-enough-walkouts-planned-across-the-nation-one-month-after-florida-shooting/?utm_term=.12361956237d,,,,
Flagstaff,Flagstaff High School,AZ,US,2018-03-14,about 200,200,,200,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://azdailysun.com/news/local/flagstaff-area-students-walk-out-over-gun-violence/collection_2db508a2-6795-5d28-a540-d4c76b7d7862.html,,,,
Flagstaff,Coconino High School,AZ,US,2018-03-14,at least 200,200,,200,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,http://azdailysun.com/news/local/flagstaff-area-students-walk-out-over-gun-violence/collection_2db508a2-6795-5d28-a540-d4c76b7d7862.html,,,,
Flagstaff,Flagstaff Arts and Leadership Academy,AZ,US,2018-03-14,more than 350,350,,350,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,http://azdailysun.com/news/local/walkout-flagstaff-students-vow-to-change-gun-violence-culture/article_eb749d2a-cea5-5da6-bd0a-1969c497b15e.html,,,,
Glendale,Apollo High School,AZ,US,2018-03-14,about 100,100,,100,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,http://www.glendalestar.com/news/article_a348a462-2c5b-11e8-83e5-1343b4d76f5a.html,,,,
Glendale,Mountain Ridge High School,AZ,US,2018-03-14,hundreds,200,,200,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.azcentral.com/story/news/local/arizona-education/2018/03/14/arizona-school-walkouts-students-protest-gun-violence-national-walkout-day-parkland-florida/421424002/,,,,
Ingleside ,Ingleside Middle School,AZ,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://sacramento.cbslocal.com/2018/03/11/wednesdays-student-walkout-over-guns-creates-sticky-situation-for-schools/,,,,set precedent of suspension
Phoenix,State Capitol,AZ,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.star-telegram.com/news/politics-government/national-politics/article205068079.html,,,,
Phoenix,Brophy College Prep High School,AZ,US,2018-03-14,about 400,400,,400,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,http://www.star-telegram.com/news/politics-government/national-politics/article205068079.html,,,,
Phoenix,Xavier College Prep High School,AZ,US,2018-03-14,some 1000,1000,,1000,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.star-telegram.com/news/politics-government/national-politics/article205068079.html,,,,
Tucson,Cholla High School,AZ,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout,,,,,1,1,https://www.nytimes.com/2018/03/14/us/photos-gun-protest.html,,,,
Agoura Hills,,CA,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.vcstar.com/story/news/education/2018/03/12/walkout-demonstrations-planned-local-schools-honor-parkland-victims/402996002/,,,,
Alameda,Encinal High School,CA,US,2018-03-14,,,,,,,,,1,walkout,0,0,0,0,1,1,https://www.kqed.org/news/11655297/thousands-of-bay-area-students-join-national-walkout-to-end-gun-violence,,,,
Aliso Viejo,Aliso Niguel High School,CA,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout,,,,,1,1,http://act.indivisible.org/event/national-school-walkout/8883/signup/?akid=&zip=&source=,,,,
Arcadia,Foothills Middle School,CA,US,2018-03-14,na,10,,20,,,,,1,walkout,,,,,1,1,form,,,,
Arroyo Grande,Arroyo Grande High School,CA,US,2018-03-14,between 300 to 400,300,,400,,,students,,1,walkout,0,0,0,0,1,1,http://www.sanluisobispo.com/news/local/article204991044.html,,,,
Auburn,Placer High School,CA,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,https://www.instagram.com/placerwalkout/,http://act.indivisible.org/event/national-school-walkout/8757/signup/?akid=&zip=&source=,,,
Berkeley,UC Berkeley Campus,CA,US,2018-03-14,FB: 82,82,,82,,,UC Berkeley Progressive Students,Enough: National School Walkout,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/172794020170970/,,,,
Berkeley,Berkeley High School,CA,US,2018-03-14,Hundreds,200,,200,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.dailycal.org/2018/03/14/berkeley-high-school-students-join-nationwide-walkout-honor-parkland-victims-protest-gun-violence/,,,,
Beverly Hills,Beverly Hills High School,CA,US,2018-03-14,FB: 44,44,,44,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.facebook.com/events/208024169751825/,,,,
Cambria,Coast Union High School,CA,US,2018-03-14,about 15,15,,15,,,students,,1,walkout,0,0,0,0,1,1,http://www.sanluisobispo.com/news/local/article204991044.html,,,,
Chico,Chico State University,CA,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://theorion.com/71219/news/71219/,,,,
Claremont,Claremont HS,CA,US,2018-03-14,count video: hundreds,200,,200,,,,,1,walkout,,,,,1,1,https://youtu.be/F70Ncuqk48U,https://www.claremont-courier.com/articles/news/t27160-never-again,,,
Concord,Mount Diablo High School,CA,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://thehill.com/blogs/blog-briefing-room/news/378412-calif-students-break-through-locked-gates-to-participate-in-gun,https://www.mercurynews.com/2018/03/14/mt-diablo-high-in-concord-blocks-student-gun-violence-walkout/?utm_campaign=Echobox&utm_medium=Social&utm_source=Twitter#link_time=1521050455,,,
Davis,Davis Senior High School,CA,US,2018-03-14,some 400,400,,400,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.sacbee.com/news/local/education/article205179999.html,,,,
Davis,Davis Middle School,CA,US,2018-03-14,about 800,800,,800,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,http://www.sacbee.com/news/local/education/article205179999.html,,,,
Delano,Delano High School,CA,US,2018-03-14,more than 200,200,,200,,,,,1,walkout,0,0,0,0,1,1,https://www.kqed.org/news/11655297/thousands-of-bay-area-students-join-national-walkout-to-end-gun-violence,,,,
Fowler,Fowler High School,CA,US,2018-03-14,From video: hundreds,200,,200,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.fresnobee.com/news/local/education/article205213654.html,,,,
Fullerton,Troy High School,CA,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://dailytitan.com/2018/03/fullerton-troy-high-school-students-walk-classes-protest-gun-violence/,,,,
Garden Grove,Pacfica High School,CA,US,2018-03-14,,,,,,,Enough: National School Walkout,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.vcstar.com/story/news/education/2018/03/12/walkout-demonstrations-planned-local-schools-honor-parkland-victims/402996002/,,,,
Irvine,Vero Beach High School,CA,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,http://act.indivisible.org/event/national-school-walkout/8591/signup/?akid=&zip=&source=,,,,
La Crescenta,Rosemont Middle School,CA,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,die-in,,,,,1,1,http://act.indivisible.org/event/national-school-walkout/8641/signup/?akid=&zip=&source=,,,,
Lake Forest,El Toro High School,CA,US,2018-03-14,hundreds,200,,200,,,students,,1,walkout,0,0,0,0,1,1,https://patch.com/california/lakeforest-ca/lake-forest-school-walkout-17-minutes-change-world,,,,
Lincoln ,Lincoln HS,CA,US,2018-03-14,several hundred,300,,300,,,students,,1,walkout,0,0,0,0,1,1,http://www.capradio.org/111412,@lincolnhighwalkout on instagram,,,
Long Beach,Millikan High School,CA,US,2018-03-14,some 2000,2000,,2000,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.presstelegram.com/2018/03/14/long-beach-students-protest-demand-gun-control-in-national-walkout-over-florida-shooting/,,,,
Los Angeles,Miguel Contreras Learning Center,CA,US,2018-03-14,several hundred,300,,300,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.kqed.org/news/11655297/thousands-of-bay-area-students-join-national-walkout-to-end-gun-violence,,,,
Los Angeles,Garfield High School,CA,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,http://www.latimes.com/local/lanow/la-me-school-walkouts-20180314-story.html,,,,
Los Angeles,Granada Hills High School,CA,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,http://www.latimes.com/local/lanow/la-me-school-walkouts-20180314-story.html,,,,
Los Angeles,La Ciegna Boulevard,CA,US,2018-03-14,,,,,,,Los Angeles Center for Enriched Studies,Enough: National School Walkout,1,walkout; marches,0,0,0,0,0,1,http://www.latimes.com/local/lanow/la-me-school-walkouts-20180314-story.html,,,,
Los Angeles,Venice High School,CA,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout,,,,,0,0,http://www.latimes.com/local/lanow/la-me-edu-saturday-march-preview-20180323-story.html,,,,
Los Gatos,Los Gatos High School,CA,US,2018-03-14,about 300,300,,1000,,,,,1,walkout,0,0,0,0,1,1,https://twitter.com/tww_lg/status/973968962441457670,https://www.mercurynews.com/2018/03/14/local-student-join-national-protest-on-school-gun-violence/,form,,
Modesto,Johansen High,CA,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.modbee.com/news/local/education/article204349209.html,,,,
Monterey,Monterey High School,CA,US,2018-03-14,an estimated 750,750,,750,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.montereyherald.com/social-affairs/20180314/national-school-walkout-monterey-high-students-voiced-solidarity-with-a-march-and-speech,,,,
Moorpark,Moorpark High School,CA,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.vcstar.com/story/news/education/2018/03/12/walkout-demonstrations-planned-local-schools-honor-parkland-victims/402996002/,,,,
Morro Bay,Morro Bay High School,CA,US,2018-03-14,about 100,100,,100,,,students,,1,walkout,0,0,0,0,1,1,http://www.sanluisobispo.com/news/local/article204991044.html,,,,
Napa,River School,CA,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://napavalleyregister.com/news/local/napa-s-river-school-gun-violence-protest-comes-with-minor/article_e6701310-252b-5af7-a608-bc8987c36f00.html,,,,
Newport Beach ,Newport Harbor Highschool,CA,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,http://act.indivisible.org/event/national-school-walkout/8780/signup/?akid=&zip=&source=,,,,
Nipomo,Nipomo High School,CA,US,2018-03-14,several hundred,300,,300,,,students,,1,walkout,0,0,0,0,1,1,http://www.sanluisobispo.com/news/local/article204991044.html,,,,
Oakland ,Oakland School for the Arts,CA,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,parent witness,,,,
Oakland,Oakland Technical High School,CA,US,2018-03-14,hundreds,200,,200,,,,,1,walkout,0,0,0,0,0,1,https://www.kqed.org/news/11655297/thousands-of-bay-area-students-join-national-walkout-to-end-gun-violence,,,,
Oceanside,Oceanside High School,CA,US,2018-03-14,nearly 1800,1800,,1800,,,students,,1,walkout,0,0,0,0,1,1,http://www.sandiegouniontribune.com/news/education/sd-me-gun-protest-kipp-20180314-story.html,,,,
Orange,Chapman University,CA,US,2018-03-14,at least 150,150,,150,,,students,,1,protest,0,0,0,0,1,1,http://www.thepantheronline.com/gun-violence/least-150-take-part-chapman-walkout-protest-gun-violence,,,,
Palm Springs,Palm Springs HS,CA,US,2018-03-14,count pic hundreds,200,,200,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://twitter.com/TheDeeView/status/973969199147069440,,,,
Palo Alto,Palo Alto High School,CA,US,2018-03-14,FB: 212,212,,212,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.facebook.com/events/2078044489107995/,,,,
Palo Alto,Addison Elementary,CA,US,2018-03-14,FB: 9,9,,9,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,https://www.facebook.com/events/1584182368361899/,,,,
Pasedena,"Blair Middle and Blair High schools,",CA,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.pasadenastarnews.com/2018/03/08/meet-the-pasadena-8th-graders-planning-march-14-walkout-to-protest-gun-violence/,,,,
Petaluma,Petaluma High School,CA,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.petaluma360.com/news/8113269-181/petaluma-students-protest-in-support,,,,
Piedmont,Beach Elementary School,CA,US,2018-03-14,about 15,15,,25,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://twitter.com/noahjacobmama/status/974340835557830661,form/Facebook,,,
Piedmont,Millenium HS,CA,US,2018-03-14,na,280,,280,,,students,,1,WALKOUT,,0,0,0,0,1,form/Facebook,,,,
Piedmont,Piedmont High School,CA,US,2018-03-14,about 80% of 750 enrolled; na,280,,600,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,https://twitter.com/noahjacobmama/status/974340835557830661,form/Facebook,,,
Piedmont,Piedmont Middle School,CA,US,2018-03-14,na,280,,280,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,https://twitter.com/noahjacobmama/status/974340835557830661,form/Facebook,,,
Rancho Cucamonga,Rancho Cucamonga High School,CA,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout; aerial protest,0,0,0,0,1,1,https://www.nytimes.com/2018/03/14/us/photos-gun-protest.html,,,,
Redlands,Redlands High School,CA,US,2018-03-14,hundreds,200,,200,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.pe.com/2018/03/14/inland-high-school-students-stage-walkouts-other-events-to-protest-gun-violence/,,,,
Sacramento,Encina Prep High School,CA,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.capradio.org/111412,,,,
Sacramento,Hiram Johnson High School,CA,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,http://www.capradio.org/111412,,,,
Salinas,city hall,CA,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.thecalifornian.com/picture-gallery/news/local/2018/03/14/salinas-students-protest-gun-violence/32944381/,,,,
San Diego,Del Norte High School,CA,US,2018-03-14,na,1000,,1000,,,students,,1,walkout,0,0,0,0,1,1,form,http://www.sandiegouniontribune.com/news/education/sd-me-gun-protest-kipp-20180314-story.html,,,
San Diego,Golden Hill K-8,CA,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,https://www.nbcsandiego.com/multimedia/Photos-National-School-Walkout-March-2018-San-Diego-Schools-476833313.html,,,formed peace sign,
San Diego,Oak Valley Middle School,CA,US,2018-03-14,na,800,,800,,,students,,1,walkout,0,0,0,0,0,1,form,,,,
San Diego,Patrick Henry High School,CA,US,2018-03-14,na; close to 400,350,,400,,,students,,1,walkout,0,0,0,0,0,1,https://www.nbcsandiego.com/news/local/Patrick-Henry-HS-Students-Deliver-Emotional-Speeches-During-National-Walk-Out-476847843.html,http://www.sandiegouniontribune.com/news/education/sd-me-gun-protest-kipp-20180314-story.html,,,
San Diego,Point Loma High School,CA,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,https://www.nbcsandiego.com/news/local/Patrick-Henry-HS-Students-Deliver-Emotional-Speeches-During-National-Walk-Out-476847843.html,,,,
San Diego,Rancho Bernardo High School,CA,US,2018-03-14,na,500,,500,,,students,,1,walkout,0,0,0,0,0,1,form,http://www.sandiegouniontribune.com/news/education/sd-me-gun-protest-kipp-20180314-story.html,,,
San Diego,Sunset View Elementary School,CA,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,https://www.nbcsandiego.com/multimedia/Photos-National-School-Walkout-March-2018-San-Diego-Schools-476833313.html,,,formed peace sign,
San Diego,UCSD,CA,US,2018-03-14,,,,,,,students,,1,protest,0,0,0,0,0,1,https://www.nbcsandiego.com/multimedia/Photos-National-School-Walkout-March-2018-San-Diego-Schools-476833313.html,,,,
San Diego,Westview High School,CA,US,2018-03-14,na,800,,800,,,students,,1,walkout,0,0,0,0,0,1,https://www.nbcsandiego.com/news/local/Patrick-Henry-HS-Students-Deliver-Emotional-Speeches-During-National-Walk-Out-476847843.html,form,,,
San Dimas,San Dimas High School,CA,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.facebook.com/events/186783672087141/,,,,
San Francisco,Everett Middle School to Dolores Park,CA,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout; march,0,0,0,0,1,1,https://www.nytimes.com/2018/03/14/us/photos-gun-protest.html,,,,
San Francisco,city hall,CA,US,2018-03-14,,,,,,,students from many schools,,1,walkout; rally,0,0,0,0,0,1,https://www.kqed.org/news/11655297/thousands-of-bay-area-students-join-national-walkout-to-end-gun-violence,,,,
San Francisco,San Francisco State University,CA,US,2018-03-14,FB: 38,38,,38,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,https://www.facebook.com/events/172534833470624/,http://goldengatexpress.org/2018/03/14/sf-state-students-participate-in-nationwide-walkout-against-gun-violence/,,,
San Francisco,Ruth Asawa School of the Arts,CA,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,,,,,0,1,https://www.sfchronicle.com/education/article/Students-ready-for-Wednesday-walkouts-to-protest-12745159.php,,,,
San Jose,Lincoln HS,CA,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout,,,,,0,1,http://thehill.com/blogs/blog-briefing-room/378448-second-grader-joins-high-schoolers-for-anti-gun-violence-walkout-in,https://twitter.com/lenramirez/status/973977696043597824,,,
San Jose,Trace Elementary School,CA,US,2018-03-14,1,1,,1,,,student,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://thehill.com/blogs/blog-briefing-room/378448-second-grader-joins-high-schoolers-for-anti-gun-violence-walkout-in,,,,
San Luis Obispo,San Luis Obispo High School,CA,US,2018-03-14,estimated 300 to 400,300,,400,,,students,,1,walkout,0,0,0,0,1,1,http://www.sanluisobispo.com/news/local/article204991044.html,,,,
Santa Cruz,Santa Cruz High School,CA,US,2018-03-14,over 400,400,,400,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.cityonahillpress.com/2018/03/14/santa-cruz-high-school-students-in-solidarity-with-parkland/,,,,
