store_name,storeid,addr_num,addr_st,addr_add,city,state,zip5,store_type,stype_num,store_group,stgrp_num,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,year_first,year_last,X,Y,method,match,dup,st_type,loc_id,store_name_l,store
DOLLAR GENERAL 8162,st_152779,1515,Radium Springs Rd,NA,Albany,GA,31705,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.13693,31.54953,usda,NA,NA,CO,L210738,dollar general 8162,Dollar General
DOLLAR GENERAL 8163,st_142676,250,W Pearl St,NA,Goliad,TX,77963,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-97.39458,28.66821,usda,NA,NA,CO,L210739,dollar general 8163,Dollar General
DOLLAR GENERAL 8166,st_152836,400,N Main St,NA,Lake View,SC,29563,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-79.16573,34.34643,usda,NA,NA,CO,L210740,dollar general 8166,Dollar General
DOLLAR GENERAL 8168,st_001198,22,Camden Byp,NA,Camden,AL,36726,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-87.27944,31.99746,usda,NA,NA,CO,L210741,dollar general 8168,Dollar General
DOLLAR GENERAL 8169,st_004394,1539,E Chicago Rd,NA,Sturgis,MI,49091,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-85.40076,41.80142,usda,NA,NA,CO,L210742,dollar general 8169,Dollar General
DOLLAR GENERAL 8170,st_148557,700,N Main St,NA,Newkirk,OK,74647,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-97.05352,36.89072,usda,NA,NA,CO,L210743,dollar general 8170,Dollar General
DOLLAR GENERAL 8171,st_150798,394,Raleigh Rd,NA,Henderson,NC,27536,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-78.41091,36.31671,usda,NA,NA,CO,L210744,dollar general 8171,Dollar General
DOLLAR GENERAL 8172,st_155009,11273,Maple Ridge Rd,NA,Medina,NY,14103,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-78.39479,43.20705,usda,NA,NA,CO,L210745,dollar general 8172,Dollar General
DOLLAR GENERAL 8173,st_003629,5660,State St,NA,Saginaw,MI,48603,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.02681,43.43695,usda,NA,NA,CO,L210746,dollar general 8173,Dollar General
DOLLAR GENERAL 8175,st_145820,808,N Lawson Blvd,NA,Clayton,OK,74536,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-95.34689,34.59487,usda,NA,NA,CO,L210747,dollar general 8175,Dollar General
DOLLAR GENERAL 8177,st_147843,942,McKinley Pkwy,NA,Buffalo,NY,14220,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-78.82417,42.85724,usda,NA,NA,CO,L210748,dollar general 8177,Dollar General
Dollar General 8179,st_145613,28787,US HWY 136,NA,Unionville,MO,63565,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-93.01852,40.47346,usda,NA,NA,CO,L210749,dollar general 8179,Dollar General
Dollar General 818,st_002163,702,N Main St,NA,Trenton,FL,32693,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-82.81834,29.61753,usda,NA,NA,CO,L210750,dollar general 818,Dollar General
DOLLAR GENERAL 8182,st_148420,125,N Jackson St,NA,Brookhaven,MS,39601,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-90.44427,31.58047,usda,NA,NA,CO,L210751,dollar general 8182,Dollar General
DOLLAR GENERAL 8183,st_155010,5921,S Transit Rd,NA,Lockport,NY,14094,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-78.69681,43.13665,usda,NA,NA,CO,L210752,dollar general 8183,Dollar General
DOLLAR GENERAL 8184,st_022844,4245,Macsway Ave,NA,Columbus,OH,43232,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-82.88259,39.92365,usda,NA,NA,CO,L210753,dollar general 8184,Dollar General
DOLLAR GENERAL 8185,st_151526,100,S Highway 91,NA,NEWTON,GA,39870,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.34755,31.31346,usda,NA,NA,CO,L210754,dollar general 8185,Dollar General
Dollar General 8187,st_230938,6600,US Highway 19,NA,New Port Richey,FL,34652,Combination Grocery/Other,2,Small retail,4,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-82.72766,28.25422,usda,NA,NA,CO,L210755,dollar general 8187,Dollar General
Dollar General 8188,st_005060,945,E Highway 33,NA,Crete,NE,68333,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-96.95073,40.63323,usda,NA,NA,CO,L210756,dollar general 8188,Dollar General
Dollar General 8189,st_002571,106,W Landis Ave,NA,Vineland,NJ,8360,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-75.03453,39.48661,usda,NA,NA,CO,L210757,dollar general 8189,Dollar General
DOLLAR GENERAL 8191,st_155011,275,E Main St,NA,Avon,NY,14414,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-77.73363,42.91015,usda,NA,NA,CO,L210758,dollar general 8191,Dollar General
Dollar General 8193,st_005062,1303,Broadway St,NA,Mitchell,NE,69357,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-103.80648,41.94285,usda,NA,NA,CO,L210759,dollar general 8193,Dollar General
DOLLAR GENERAL 8195,st_142791,1904,Rankin Hwy,NA,Midland,TX,79701,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-102.076,31.97846,usda,NA,NA,CO,L210760,dollar general 8195,Dollar General
DOLLAR GENERAL 8196,st_151322,117,S Broad St,NA,Buena Vista,GA,31803,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.51876,32.31619,usda,NA,NA,CO,L210761,dollar general 8196,Dollar General
Dollar General 8197,st_185073,210,Main St,NA,Loreauville,LA,70552,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,1,1,1,1,2009,2018,-91.73781,30.05793,usda,NA,NA,CO,L210762,dollar general 8197,Dollar General
DOLLAR GENERAL 8198,st_146674,1940,E Robinson Ave,NA,Springdale,AR,72764,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-94.10979,36.16682,usda,NA,NA,CO,L210763,dollar general 8198,Dollar General
DOLLAR GENERAL 8199,st_151945,371,Center St,NA,New Haven,KY,40051,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-85.57992,37.65525,usda,NA,NA,CO,L210764,dollar general 8199,Dollar General
Dollar General 820,st_196910,834,B Hwy 16,NA,Sophia,WV,25921,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,1,1,1,1,2009,2018,-81.25907,37.70744,usda,NA,NA,CO,L210765,dollar general 820,Dollar General
Dollar General 8201,st_011972,6502,Richmond Rd,NA,Williamsburg,VA,23188,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-76.75568,37.34229,usda,NA,NA,CO,L210766,dollar general 8201,Dollar General
DOLLAR GENERAL 8202,st_148382,4120,Chattanooga Valley Rd,NA,Flintstone,GA,30725,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-85.34948,34.92423,usda,NA,NA,CO,L210767,dollar general 8202,Dollar General
DOLLAR GENERAL 8203,st_153410,100,Parris Bridge Rd,NA,Boiling Springs,SC,29316,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-81.95182,35.00817,usda,NA,NA,CO,L210768,dollar general 8203,Dollar General
Dollar General 8204,st_147348,100,S Lynn Shores Dr,NA,Virginia Beach,VA,23452,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-76.1087,36.83897,usda,NA,NA,CO,L210769,dollar general 8204,Dollar General
DOLLAR GENERAL 8205,st_151527,518,Peterson Ave S,NA,Douglas,GA,31533,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-82.85049,31.50312,usda,NA,NA,CO,L210770,dollar general 8205,Dollar General
DOLLAR GENERAL 8206,st_022821,9108,Cox Rd,NA,West Chester,OH,45069,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.36798,39.32053,usda,NA,NA,CO,L210771,dollar general 8206,Dollar General
DOLLAR GENERAL 8207,st_155012,1843,Elmwood Ave,NA,Buffalo,NY,14207,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-78.87814,42.94732,usda,NA,NA,CO,L210772,dollar general 8207,Dollar General
DOLLAR GENERAL 8208,st_151528,425,General Daniel Ave S,NA,Danielsville,GA,30633,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-83.22569,34.1186,usda,NA,NA,CO,L210773,dollar general 8208,Dollar General
DOLLAR GENERAL 8209,st_004116,209,W Carl Hubbell Blvd,NA,Meeker,OK,74855,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-96.8959,35.50315,usda,NA,NA,CO,L210774,dollar general 8209,Dollar General
DOLLAR GENERAL 8211,st_013781,3240,Chili Ave,NA,Rochester,NY,14624,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-77.75285,43.10392,usda,NA,NA,CO,L104401,dollar general 8211,Dollar General
DOLLAR GENERAL 8212,st_146873,21887,W 11 Mile Rd,NA,Southfield,MI,48076,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-83.26032,42.48698,usda,NA,NA,CO,L210775,dollar general 8212,Dollar General
DOLLAR GENERAL 8213,st_144974,2814,Lincolnway E,NA,Mishawaka,IN,46544,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-86.1342,41.66222,usda,NA,NA,CO,L210776,dollar general 8213,Dollar General
DOLLAR GENERAL 8218,st_152767,2757,Hartford Hwy,NA,Dothan,AL,36305,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-85.43465,31.20046,usda,NA,NA,CO,L210777,dollar general 8218,Dollar General
DOLLAR GENERAL 8221,st_146872,2444,Plainfield Ave NE,NA,Grand Rapids,MI,49505,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-85.64998,43.00764,usda,NA,NA,CO,L210778,dollar general 8221,Dollar General
DOLLAR GENERAL 8222,st_152400,2615,Springs Rd NE,NA,Hickory,NC,28601,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-81.28078,35.75362,usda,NA,NA,CO,L210779,dollar general 8222,Dollar General
DOLLAR GENERAL 8223,st_144328,1012,E Main St,NA,Livingston,TN,38570,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-85.30612,36.38856,usda,NA,NA,CO,L210780,dollar general 8223,Dollar General
DOLLAR GENERAL 8225,st_153529,305,S Main St,NA,Wrens,GA,30833,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-82.38959,33.20592,usda,NA,NA,CO,L210781,dollar general 8225,Dollar General
DOLLAR GENERAL 8226,st_151529,800,Madison Hwy,NA,Valdosta,GA,31601,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-83.2744,30.82129,usda,NA,NA,CO,L210782,dollar general 8226,Dollar General
Dollar General 8229,st_005800,400,S. New Prospect Rd,NA,Jackson,NJ,8527,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-74.25356,40.11982,usda,NA,NA,CO,L210783,dollar general 8229,Dollar General
Dollar General 8230,st_150633,140,S Santa Fe Ave,NA,Salina,KS,67401,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-97.60918,38.83895,usda,NA,NA,CO,L210784,dollar general 8230,Dollar General
DOLLAR GENERAL 8231,st_151236,9120,Lee Rd 246,NA,Smiths Station,AL,36877,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-85.07568,32.50963,usda,NA,NA,CO,L210785,dollar general 8231,Dollar General
DOLLAR GENERAL 8232,st_022798,15894,W High St,NA,Middlefield,OH,44062,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-81.07514,41.46223,usda,NA,NA,CO,L210786,dollar general 8232,Dollar General
DOLLAR GENERAL 8234,st_142777,2705,Clovis Rd,NA,Lubbock,TX,79415,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-101.87469,33.60749,usda,NA,NA,CO,L210787,dollar general 8234,Dollar General
DOLLAR GENERAL 8236,st_153875,365,S Locust St,NA,Manteno,IL,60950,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-87.83555,41.24353,usda,NA,NA,CO,L210788,dollar general 8236,Dollar General
DOLLAR GENERAL 8238,st_152298,5182,Old Highway 11,NA,Hattiesburg,MS,39402,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-89.40987,31.30374,usda,NA,NA,CO,L210789,dollar general 8238,Dollar General
Dollar General 824,st_144928,425,State Road 930 W,NA,New Haven,IN,46774,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-85.03572,41.06909,usda,NA,NA,CO,L210790,dollar general 824,Dollar General
DOLLAR GENERAL 8240,st_147819,260,E Main St,NA,Fredonia,NY,14063,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-79.31901,42.44614,usda,NA,NA,CO,L210791,dollar general 8240,Dollar General
DOLLAR GENERAL 8241,st_154283,346,Pinewood Rd,NA,Sumter,SC,29150,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-80.37962,33.90629,usda,NA,NA,CO,L210792,dollar general 8241,Dollar General
DOLLAR GENERAL 8243,st_146395,5978,Memorial Dr,NA,Stone Mountain,GA,30083,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.1946,33.80183,usda,NA,NA,CO,L210793,dollar general 8243,Dollar General
DOLLAR GENERAL 8244,st_153530,4015,Browns Bridge Rd,NA,Cumming,GA,30041,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.08137,34.26167,usda,NA,NA,CO,L210794,dollar general 8244,Dollar General
DOLLAR GENERAL 8245,st_155014,2329,Millersport Hwy,NA,Getzville,NY,14068,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-78.76919,43.01396,usda,NA,NA,CO,L210795,dollar general 8245,Dollar General
Dollar General 8246,st_146197,304,W Amity St,NA,Louisburg,KS,66053,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-94.67983,38.62095,usda,NA,NA,CO,L210796,dollar general 8246,Dollar General
DOLLAR GENERAL 825,st_142637,1106,MILLER,NA,ANAHUAC,TX,77514,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-94.67418,29.77314,usda,NA,NA,CO,L210797,dollar general 825,Dollar General
DOLLAR GENERAL 8250,st_133079,8798,Highway 165,NA,OBERLIN,LA,70655,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-92.76675,30.61394,usda,NA,NA,CO,L210798,dollar general 8250,Dollar General
DOLLAR GENERAL 8251,st_147236,10230,Highway 43,NA,Creola,AL,36525,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-88.03826,30.89852,usda,NA,NA,CO,L210799,dollar general 8251,Dollar General
DOLLAR GENERAL 8252,st_153229,1345,Hueytown Rd,NA,Hueytown,AL,35023,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-86.99648,33.44629,usda,NA,NA,CO,L210800,dollar general 8252,Dollar General
DOLLAR GENERAL 8254,st_010895,102,N Main St,NA,Due West,SC,29639,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-82.38902,34.333,usda,NA,NA,CO,L210801,dollar general 8254,Dollar General
DOLLAR GENERAL 8255,st_147344,18210,N US Highway 301,NA,Citra,FL,32113,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-82.1101,29.41494,usda,NA,NA,CO,L210802,dollar general 8255,Dollar General
DOLLAR GENERAL 8257,st_147013,3146,Louisville Ave,NA,Monroe,LA,71201,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-92.08582,32.52276,usda,NA,NA,CO,L210803,dollar general 8257,Dollar General
DOLLAR GENERAL 8258,st_150539,416,Dansbury Ave,NA,Middlesboro,KY,40965,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-83.71046,36.61418,usda,NA,NA,CO,L210804,dollar general 8258,Dollar General
Dollar General 8259,st_003630,818,Gratiot Blvd,NA,Marysville,MI,48040,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-82.47019,42.92294,usda,NA,NA,CO,L210805,dollar general 8259,Dollar General
DOLLAR GENERAL 826,st_152705,1032,Boll Weevil Cir Ste B,NA,Enterprise,AL,36330,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-85.85059,31.33474,usda,NA,NA,CO,L210806,dollar general 826,Dollar General
DOLLAR GENERAL 8260,st_151530,2960,US Highway 84 E,NA,Cairo,GA,39828,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.16837,30.87667,usda,NA,NA,CO,L210807,dollar general 8260,Dollar General
Dollar General 8262,st_151225,105,Commonwealth Blvd,NA,Emporia,VA,23847,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-77.53385,36.70765,usda,NA,NA,CO,L210808,dollar general 8262,Dollar General
Dollar General 8263,st_147074,903,Hwy 53,NA,Poplar Bluff,MO,63901,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-90.3941,36.73447,usda,NA,NA,CO,L210809,dollar general 8263,Dollar General
DOLLAR GENERAL 8264,st_154193,2340,US Highway 17,NA,Winter Haven,FL,33881,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-81.73507,28.04721,usda,NA,NA,CO,L210810,dollar general 8264,Dollar General
DOLLAR GENERAL 8265,st_152780,15187,US Highway 19 S,NA,Thomasville,GA,31792,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-83.94655,30.8565,usda,NA,NA,CO,L210811,dollar general 8265,Dollar General
DOLLAR GENERAL 8266,st_154228,2314,Warrior Rd,NA,Birmingham,AL,35208,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-86.87631,33.49834,usda,NA,NA,CO,L210812,dollar general 8266,Dollar General
Dollar General 8267,st_145528,610,River Ave,NA,Emlenton,PA,16373,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-79.71021,41.17645,usda,NA,NA,CO,L210813,dollar general 8267,Dollar General
DOLLAR GENERAL 8268,st_151202,1042,Washington St,NA,Jefferson,GA,30549,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-83.58463,34.12802,usda,NA,NA,CO,L210814,dollar general 8268,Dollar General
DOLLAR GENERAL 8269,st_151531,2679,Highway 32 W,NA,Douglas,GA,31533,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-82.88824,31.51937,usda,NA,NA,CO,L210815,dollar general 8269,Dollar General
DOLLAR GENERAL 8272,st_148386,1804,Redmond Cir NW,NA,Rome,GA,30165,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-85.21666,34.28564,usda,NA,NA,CO,L210816,dollar general 8272,Dollar General
DOLLAR GENERAL 8273,st_022828,1363,Pennsylvania Ave,NA,East Liverpool,OH,43920,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-80.54687,40.63617,usda,NA,NA,CO,L210817,dollar general 8273,Dollar General
DOLLAR GENERAL 8275,st_151532,605,W Broad Ave,NA,Doerun,GA,31744,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-83.92377,31.3197,usda,NA,NA,CO,L210818,dollar general 8275,Dollar General
DOLLAR GENERAL 8276,st_153877,15325,US Highway 150,NA,Paris,IL,61944,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-87.67892,39.60415,usda,NA,NA,CO,L210819,dollar general 8276,Dollar General
Dollar General 8277,st_152129,615,N Business 60,NA,Mansfield,MO,65704,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-92.57838,37.11189,usda,NA,NA,CO,L210820,dollar general 8277,Dollar General
DOLLAR GENERAL 8278,st_142502,1010,N Polk St,NA,Desoto,TX,75115,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-96.84061,32.60706,usda,NA,NA,CO,L210821,dollar general 8278,Dollar General
DOLLAR GENERAL 8279,st_151534,2062,E Harris St,NA,Pavo,GA,31778,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-83.73969,30.95986,usda,NA,NA,CO,L210822,dollar general 8279,Dollar General
DOLLAR GENERAL 8280,st_146874,2092,Whitehall Rd,NA,Muskegon,MI,49445,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-86.26099,43.29415,usda,NA,NA,CO,L210823,dollar general 8280,Dollar General
DOLLAR GENERAL 8282,st_150464,3336,S Highway 17,NA,Murrells Inlet,SC,29576,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-79.02546,33.57705,usda,NA,NA,CO,L210824,dollar general 8282,Dollar General
DOLLAR GENERAL 8284,st_145069,11836,N US Highway 41,NA,Farmersburg,IN,47850,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-87.38879,39.25674,usda,NA,NA,CO,L210825,dollar general 8284,Dollar General
Dollar General 8285,st_006371,326,High St,NA,Portsmouth,VA,23704,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-76.30021,36.83537,usda,NA,NA,CO,L210826,dollar general 8285,Dollar General
Dollar General 8286,st_145078,923,E SR 234,NA,Cayuga,IN,47928,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-87.45764,39.95224,usda,NA,NA,CO,L210827,dollar general 8286,Dollar General
DOLLAR GENERAL 8288,st_003631,4416,S Dort Hwy,NA,Flint,MI,48507,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-83.65333,42.98409,usda,NA,NA,CO,L210828,dollar general 8288,Dollar General
Dollar General 8289,st_145393,2505,Mercer St,NA,Stoneboro,PA,16153,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-80.08915,41.34137,usda,NA,NA,CO,L210829,dollar general 8289,Dollar General
DOLLAR GENERAL 8292,st_154781,109,S Broadway,NA,Centralia,IL,62801,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-89.12939,38.54716,usda,NA,NA,CO,L210830,dollar general 8292,Dollar General
DOLLAR GENERAL 8293,st_145086,1197,S 10th St,NA,Noblesville,IN,46060,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-86.01217,40.03565,usda,NA,NA,CO,L210831,dollar general 8293,Dollar General
Dollar General 8294,st_253513,1170,Central Ave,NA,Dunkirk,NY,14048,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-79.33379,42.45781,usda,NA,NA,CO,L099137,dollar general 8294,Dollar General
DOLLAR GENERAL 8295,st_142728,701,E Highway 281,NA,PROGRESO,TX,78579,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-97.95255,26.08715,usda,NA,NA,CO,L210832,dollar general 8295,Dollar General
DOLLAR GENERAL 8297,st_011025,718,E Main St,NA,La Harpe,IL,61450,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-90.95991,40.58313,usda,NA,NA,CO,L210833,dollar general 8297,Dollar General
Dollar General 8298,st_050973,411,5th St,NA,Lacon,IL,61540,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-89.40958,41.02468,usda,NA,NA,CO,L210834,dollar general 8298,Dollar General
DOLLAR GENERAL 8299,st_002709,545,S Washington Ave,NA,Kankakee,IL,60901,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-87.86869,41.11493,usda,NA,NA,CO,L210835,dollar general 8299,Dollar General
DOLLAR GENERAL 8300,st_142730,7608,S Cage Blvd,NA,Pharr,TX,78577,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-98.19642,26.12131,usda,NA,NA,CO,L210836,dollar general 8300,Dollar General
DOLLAR GENERAL 8301,st_151204,827,Maple St,NA,Carrollton,GA,30117,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-85.08488,33.57442,usda,NA,NA,CO,L210837,dollar general 8301,Dollar General
DOLLAR GENERAL 8302,st_147222,2340,Whitesburg Dr S,NA,Huntsville,AL,35801,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-86.57513,34.71348,usda,NA,NA,CO,L210838,dollar general 8302,Dollar General
DOLLAR GENERAL 8303,st_152841,207,S Hampton St,NA,Kershaw,SC,29067,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-80.58151,34.54561,usda,NA,NA,CO,L210839,dollar general 8303,Dollar General
