store_name,storeid,addr_num,addr_st,addr_add,city,state,zip5,store_type,stype_num,store_group,stgrp_num,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,year_first,year_last,X,Y,method,match,dup,st_type,loc_id,store_name_l,store
Family Dollar Store 441,st_179512,1215,DR MLK JR Expressway,NA,Andalusia,AL,36420,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,0,0,0,0,2009,2014,-86.46053119,31.31868993,esri,StreetAddress,0,NA,L000463,family dollar store 441,Family Dollar
Family Dollar Store 10104,st_322946,2445,Al Highway 202,NA,Anniston,AL,36201,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,1,1,1,1,1,0,2013,2017,-85.86321,33.64727,usda,NA,0,NA,L000484,family dollar store 10104,Family Dollar
Family Dollar Store 7085,st_186384,3228,McClellan Blvd,NA,Anniston,AL,36201,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,1,1,0,0,2009,2016,-85.82305514,33.68819039,esri,StreetAddress,0,NA,L000487,family dollar store 7085,Family Dollar
DOLLAR GENERAL 6898,st_008670,1537,N Brindlee Mountain Pkwy,NA,Arab,AL,35016,Combination Grocery/Other,2,Small retail,4,1,1,1,0,0,0,0,0,0,0,0,2008,2010,-86.5040162,34.34491819,esri,PointAddress,0,NA,L000531,dollar general 6898,Dollar General
Family Dollar Store 1291,st_183441,0,Hwy 84 and 3rd Rd,NA,Ashford,AL,36312,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,1,1,0,0,2009,2016,-85.2379515,31.183155,esri,StreetInt,0,NA,L000551,family dollar store 1291,Family Dollar
Dollar General 10518,st_171090,42142,Old Daphne Rd,NA,Bay Minette,AL,36507,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,1,1,1,0,2009,2017,-87.77313,30.83677,usda,NA,0,NA,L000638,dollar general 10518,Dollar General
DOLLAR GENERAL 3289,st_152944,671,9th Ave N,NA,Bessemer,AL,35020,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-86.97176,33.39343,usda,NA,0,NA,L000670,dollar general 3289,Dollar General
DOLLAR GENERAL 4072,st_152761,324,Palisades Blvd,NA,Birmingham,AL,35209,Combination Grocery/Other,2,Small retail,4,1,1,1,0,0,0,0,0,0,0,0,2008,2010,-86.82011037,33.46764526,esri,StreetAddress,0,NA,L000720,dollar general 4072,Dollar General
DOLLAR GENERAL 9783,st_147160,70670,Main St,NA,Blountsville,AL,35031,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-86.57501,34.09967,usda,NA,0,NA,L000976,dollar general 9783,Dollar General
DOLLAR GENERAL 9408,st_147164,981,Bethsadia Rd,NA,Boaz,AL,35957,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-86.15083,34.19822,usda,NA,0,NA,L000981,dollar general 9408,Dollar General
Dollar Tree 1881,st_247167,225,Supercenter Dr,NA,Calera,AL,35040,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,0,2011,2017,-86.74986,33.14557,usda,NA,0,NA,L001053,dollar tree 1881,Dollar Tree
Family Dollar Store 1416,st_177625,216,Claiborne St,NA,Camden,AL,36726,Combination Grocery/Other,2,Small retail,4,0,1,0,0,0,0,0,0,0,0,0,2009,2009,-87.29087087,31.9902267,esri,StreetAddress,0,NA,L001057,family dollar store 1416,Family Dollar
DOLLAR GENERAL 9415,st_153470,625,Commerce Ave,NA,Carrollton,AL,35447,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-88.09361,33.24976,usda,NA,0,NA,L001070,dollar general 9415,Dollar General
Family Dollar Store 833,st_185608,1470,W Main St,Ste K,Centre,AL,35960,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,0,0,0,0,0,2009,2013,-85.69917204,34.15680446,esri,StreetAddress,0,NA,L001087,family dollar store 833,Family Dollar
DOLLAR GENERAL 7854,st_153226,109,ST STEPHENS AVE,NA,CHATOM,AL,36518,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-88.25428,31.46385,usda,NA,0,NA,L001106,dollar general 7854,Dollar General
DOLLAR GENERAL 0885,st_147183,19500,N 3rd St,NA,Citronelle,AL,36522,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,0,0,2008,2016,-88.23807087,31.09763499,esri,PointAddress,0,NA,L001128,dollar general 0885,Dollar General
DOLLAR GENERAL 8661,st_147228,325,Columbiana Sq,NA,Columbiana,AL,35051,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-86.61512,33.18205,usda,NA,0,NA,L001189,dollar general 8661,Dollar General
FAMILY DOLLAR STORE 3875,st_180693,29,County Road 940,NA,Cullman,AL,35057,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,0,0,0,0,2009,2014,-87.05229869,34.20999337,esri,StreetAddress,0,NA,L001241,family dollar store 3875,Family Dollar
Family Dollar Store 1948,st_179063,670,S Daleville Ave,NA,Daleville,AL,36322,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,1,1,0,0,2009,2016,-85.71943519,31.29849467,esri,StreetAddress,0,NA,L001280,family dollar store 1948,Family Dollar
DOLLAR GENERAL 8327,st_150819,27955,Highway 98,NA,Daphne,AL,36526,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-87.91123,30.63172,usda,NA,0,NA,L001287,dollar general 8327,Dollar General
DOLLAR GENERAL 1957,st_150311,0,6th Ave SE,NA,Decatur,AL,35601,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-86.98041,34.58405,usda,NA,0,NA,L001305,dollar general 1957,Dollar General
DOLLAR GENERAL 3788,st_152948,1632,US Highway 80 E,NA,Demopolis,AL,36732,Combination Grocery/Other,2,Small retail,4,1,0,0,0,0,0,0,0,0,0,0,2008,2008,-87.81229143,32.50282595,esri,StreetAddress,0,NA,L001359,dollar general 3788,Dollar General
DOLLAR GENERAL 9469,st_153471,3815,Ross Clark Cir,NA,Dothan,AL,36303,Combination Grocery/Other,2,Small retail,4,1,0,0,0,0,0,0,0,0,0,0,2008,2008,-85.41015073,31.25325656,esri,StreetAddress,0,NA,L001395,dollar general 9469,Dollar General
DOLLAR GENERAL 8517,st_151239,1826,Kowaliga Rd,NA,Eclectic,AL,36024,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,0,0,2008,2016,-86.048664,32.65452987,esri,PointAddress,0,NA,L001446,dollar general 8517,Dollar General
Family Dollar Store 673,st_182785,4700,Saint Stephens Rd,NA,Eight Mile,AL,36613,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,1,1,1,0,2009,2017,-88.13027,30.76657,usda,NA,0,NA,L001448,family dollar store 673,Family Dollar
DOLLAR GENERAL 9039,st_153468,6100,Lott Rd,NA,Eight Mile,AL,36613,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-88.25804,30.81842,usda,NA,0,NA,L001449,dollar general 9039,Dollar General
DOLLAR GENERAL 8663,st_010817,100,N Section St,NA,Fairhope,AL,36532,Combination Grocery/Other,2,Small retail,4,1,1,1,0,0,0,0,0,0,0,0,2008,2010,-87.90294963,30.52552525,esri,PointAddress,0,NA,L001549,dollar general 8663,Dollar General
Family Dollar Store 4453,st_223924,1795,Temple Ave N,NA,Fayette,AL,35555,Combination Grocery/Other,2,Small retail,4,0,0,1,0,0,0,0,0,0,0,0,2010,2010,-87.82311122,33.70876336,esri,StreetAddress,0,NA,L001568,family dollar store 4453,Family Dollar
DOLLAR GENERAL 8732,st_151109,919,W College St,NA,Florence,AL,35630,Combination Grocery/Other,2,Small retail,4,1,1,0,0,0,0,0,0,0,0,0,2008,2009,-87.68819264,34.79405482,esri,StreetAddress,0,NA,L001581,dollar general 8732,Dollar General
DOLLAR GENERAL 8730,st_151287,2929,Huntsville Rd,NA,Florence,AL,35630,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,0,0,2008,2016,-87.64059195,34.8155881,esri,PointAddress,0,NA,L001582,dollar general 8730,Dollar General
Family Dollar Store 4226,st_177597,7393,Highway 43,NA,Florence,AL,35634,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,0,0,0,0,2009,2014,-87.52929879,34.95340287,esri,StreetAddress,0,NA,L001585,family dollar store 4226,Family Dollar
Family Dollar 5347,st_317009,1622,Forestdale Blvd,NA,Forestdale,AL,35214,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,1,1,1,1,1,0,2013,2017,-86.89911,33.56907,usda,NA,0,NA,L001632,family dollar 5347,Family Dollar
Dollar Tree 1548,st_393466,101,Cracker Barrel Rd SW,NA,Fort Payne,AL,35968,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,0,0,0,1,0,0,2016,2016,-85.75146927,34.43868014,esri,StreetAddress,0,NA,L001643,dollar tree 1548,Dollar Tree
Family Dollar Store 1202,st_180315,1750,E Meighan Blvd,NA,Gadsden,AL,35903,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,0,0,0,0,2009,2014,-85.9678116,33.99675603,esri,StreetAddress,0,NA,L001696,family dollar store 1202,Family Dollar
Family Dollar Store 416,st_183438,1404,W Maple Ave,NA,Geneva,AL,36340,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,0,0,0,0,2009,2014,-85.89311001,31.04771231,esri,StreetAddress,0,NA,L001739,family dollar store 416,Family Dollar
Dollar General 10045,st_015924,7482,US Highway 43,NA,Guin,AL,35563,Combination Grocery/Other,2,Small retail,4,1,1,1,0,0,0,0,0,0,0,0,2008,2010,-87.91347263,33.96575231,esri,StreetAddress,0,NA,L001817,dollar general 10045,Dollar General
DOLLAR GENERAL STORE 6246,st_143682,34939,US Highway 43,NA,Hackleburg,AL,35564,Combination Grocery/Other,2,Small retail,4,1,1,1,1,0,0,0,0,0,0,0,2008,2011,-87.82483707,34.27973084,esri,StreetAddress,0,NA,L001835,dollar general store 6246,Dollar General
Dollar Tree 5122,st_319676,1500,Military St,Ste 9,Hamilton,AL,35570,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,1,1,1,1,1,0,2013,2017,-87.98972,34.12207,usda,NA,0,NA,L001850,dollar tree 5122,Dollar Tree
Dollar Tree 4738,st_309256,712,N Main St,NA,Hanceville,AL,35077,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,1,1,1,1,1,0,2013,2017,-86.77665,34.07092,usda,NA,0,NA,L001864,dollar tree 4738,Dollar Tree
DOLLAR GENERAL 4418,st_150755,0,Main St NE,NA,Hanceville,AL,35077,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,0,0,0,0,0,0,2008,2012,-86.78025836,34.07497641,esri,StreetAddress,0,NA,L001865,dollar general 4418,Dollar General
DOLLAR GENERAL 1685,st_150374,241,Highway 31 SW Ste 25,NA,Hartselle,AL,35640,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-86.94206,34.44154,usda,NA,0,NA,L001879,dollar general 1685,Dollar General
Family Dollar Store 412,st_050016,131,Hueytown Plz,NA,Hueytown,AL,35023,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,0,0,0,0,2008,2014,-86.99590888,33.44785685,esri,StreetAddress,0,NA,L001969,family dollar store 412,Family Dollar
DOLLAR GENERAL 0841,st_148222,10006,Memorial Pkwy SW,NA,Huntsville,AL,35803,Combination Grocery/Other,2,Small retail,4,1,1,0,0,0,0,0,0,0,0,0,2008,2009,-86.56700622,34.64626441,esri,StreetAddress,0,NA,L001980,dollar general 0841,Dollar General
Dollar General 6219,st_152809,2806,Memorial Pkwy SW,NA,Huntsville,AL,35801,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-86.58988,34.70761,usda,NA,0,NA,L001981,dollar general 6219,Dollar General
Family Dollar Store 4798,st_177183,2501,Jordan Ln NW,NA,Huntsville,AL,35816,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,1,1,0,0,2009,2016,-86.63970728,34.75635266,esri,PointAddress,0,NA,L001988,family dollar store 4798,Family Dollar
FAMILY DOLLAR STORE 4212,st_182177,19878,Alabama Hwy 117,NA,IDER,AL,35981,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,0,0,0,0,2009,2014,-85.66929796,34.69688263,esri,StreetAddress,0,NA,L002073,family dollar store 4212,Family Dollar
DOLLAR GENERAL 10696,st_044442,339,Nisbet St NW,NA,Jacksonville,AL,36265,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-85.76779,33.82596,usda,NA,0,NA,L002101,dollar general 10696,Dollar General
DOLLAR GENERAL 8862,st_147170,8961,County Road 42,NA,Jemison,AL,35085,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-86.74059,32.95897,usda,NA,0,NA,L002136,dollar general 8862,Dollar General
DOLLAR GENERAL 5899,st_008664,93,Hughes Rd,NA,Madison,AL,35758,Combination Grocery/Other,2,Small retail,4,1,1,1,0,0,0,0,0,0,0,0,2008,2010,-86.74126485,34.69802952,esri,StreetAddress,0,NA,L002241,dollar general 5899,Dollar General
DOLLAR GENERAL 6899,st_006429,7638,Madison Pike,NA,Madison,AL,35758,Combination Grocery/Other,2,Small retail,4,1,1,1,0,0,0,0,0,0,0,0,2008,2010,-86.70713088,34.70843788,esri,StreetAddress,0,NA,L002242,dollar general 6899,Dollar General
DOLLAR GENERAL 6917,st_006432,5290,Wall Triana Hwy,NA,Madison,AL,35758,Combination Grocery/Other,2,Small retail,4,1,1,1,0,0,0,0,0,0,0,0,2008,2010,-86.7501449,34.73162864,esri,PointAddress,0,NA,L002243,dollar general 6917,Dollar General
Family Dollar Store 4089,st_182801,0,Highway 43 North,NA,Mcintosh,AL,36553,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,1,1,1,0,2009,2017,-88.01853,31.21725,usda,NA,0,NA,L002286,family dollar store 4089,Family Dollar
DOLLAR GENERAL 7761,st_150289,2423,Schillinger Rd S Ste 104,NA,Mobile,AL,36695,Combination Grocery/Other,2,Small retail,4,1,1,1,0,0,0,0,0,0,0,0,2008,2010,-88.22468058,30.64040186,esri,PointAddress,0,NA,L002341,dollar general 7761,Dollar General
Family Dollar Store 8459,st_244422,4055,Cottage Hill Rd,NA,Mobile,AL,36609,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,0,0,0,0,2011,2014,-88.14732477,30.65231896,esri,PointAddress,0,NA,L002346,family dollar store 8459,Family Dollar
DOLLAR GENERAL 0722,st_150256,1551,Government St,NA,Mobile,AL,36604,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-88.07384,30.68004,usda,NA,0,NA,L002361,dollar general 0722,Dollar General
DOLLAR GENERAL 6940,st_001567,0,Airport Blvd,NA,Mobile,AL,36608,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-88.20962,30.68694,usda,NA,0,NA,L002362,dollar general 6940,Dollar General
FAMILY DOLLAR STORE 1534,st_181483,0,SPRINGHILL AVE,NA,Mobile,AL,36604,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,1,1,1,0,2009,2017,-88.06792,30.69267,usda,NA,0,NA,L002364,family dollar store 1534,Family Dollar
Dollar Tree 2279,st_320248,3335,S Alabama Ave,NA,Monroeville,AL,36460,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,1,1,1,1,1,0,2013,2017,-87.33044,31.48255,usda,NA,0,NA,L002551,dollar tree 2279,Dollar Tree
Dollar General 16117,st_370864,4949,Mobile Hwy,NA,Montgomery,AL,36108,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,0,0,1,1,1,0,2015,2017,-86.34975,32.3071,usda,NA,0,NA,L002572,dollar general 16117,Dollar General
DOLLAR GENERAL 6317,st_001176,4949,Mobile Hwy,NA,Montgomery,AL,36108,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,0,0,0,0,2008,2014,-86.34975901,32.30731834,esri,PointAddress,0,NA,L002572,dollar general 6317,Dollar General
Family Dollar Store 2031,st_177595,4752,Mobile Hwy,NA,Montgomery,AL,36108,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,1,0,0,0,2009,2015,-86.34988466,32.30926508,esri,StreetAddress,0,NA,L002573,family dollar store 2031,Family Dollar
DOLLAR GENERAL 6116,st_058441,4454,Troy Hwy,NA,Montgomery,AL,36116,Combination Grocery/Other,2,Small retail,4,1,0,0,0,0,0,0,0,0,0,0,2008,2008,-86.22384783,32.3122349,esri,StreetAddress,0,NA,L002574,dollar general 6116,Dollar General
Family Dollar Store 5690,st_173865,2237,E South Blvd,NA,Montgomery,AL,36116,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,0,0,0,0,2009,2014,-86.26824028,32.32716153,esri,PointAddress,0,NA,L002576,family dollar store 5690,Family Dollar
Family Dollar Store 4724,st_174499,1503,Bell St,NA,Montgomery,AL,36104,Combination Grocery/Other,2,Small retail,4,0,1,1,0,0,0,0,0,0,0,0,2009,2010,-86.33569755,32.37631335,esri,StreetAddress,0,NA,L002579,family dollar store 4724,Family Dollar
DOLLAR GENERAL 3898,st_151196,300,S Wilson Dam Rd,NA,Muscle Shoals,AL,35661,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,0,0,2008,2016,-87.63483501,34.75870174,esri,StreetAddress,0,NA,L002760,dollar general 3898,Dollar General
Family Dollar Store 461,st_217652,2300,McFarland Blvd,Ste 26,Northport,AL,35476,Combination Grocery/Other,2,Small retail,4,0,0,1,1,1,0,0,0,0,0,0,2010,2012,-87.58007467,33.24025159,esri,PointAddress,0,NA,L002802,family dollar store 461,Family Dollar
DOLLAR GENERAL 9118,st_153244,3069,McFarland Blvd,NA,Northport,AL,35476,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-87.58706,33.2407,usda,NA,0,NA,L002803,dollar general 9118,Dollar General
DOLLAR GENERAL 9527,st_147241,10003,MAIN ST,STE 2,OAKMAN,AL,35579,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-87.47029,33.709,usda,NA,0,NA,L002821,dollar general 9527,Dollar General
Family Dollar Store 439,st_173847,0,N Main St,NA,Opp,AL,36467,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,1,1,1,0,2009,2017,-86.25555,31.28635,usda,NA,0,NA,L002875,family dollar store 439,Family Dollar
Dollar General 14166,st_321964,25150,Canal Rd,NA,Orange Beach,AL,36561,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,1,1,1,1,1,0,2013,2017,-87.59507,30.2903,usda,NA,0,NA,L002882,dollar general 14166,Dollar General
Dollar Tree 201,st_246379,700,Quintard Dr,NA,Oxford,AL,36203,Combination Grocery/Other,2,Small retail,4,0,0,0,1,0,0,0,0,0,0,0,2011,2011,-85.82723656,33.61270156,esri,StreetAddress,0,NA,L002898,dollar tree 201,Dollar Tree
Family Dollar Store 1704,st_184893,296,N Union Ave,NA,Ozark,AL,36360,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,0,0,0,0,0,2009,2013,-85.64081853,31.46181527,esri,StreetAddress,0,NA,L002922,family dollar store 1704,Family Dollar
Family Dollar Store 3425,st_049933,6222,Highway 269,NA,Parrish,AL,35580,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,0,0,0,0,2008,2014,-87.26855525,33.74280546,esri,StreetAddress,0,NA,L002939,family dollar store 3425,Family Dollar
Dollar Tree 3706,st_065204,0,Pelham Pkwy,NA,Pelham,AL,35124,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-86.792,33.33341,usda,NA,0,NA,L002943,dollar tree 3706,Dollar Tree
Dollar Tree 3706,st_297510,2244,Pelham Pkwy,NA,Pelham,AL,35124,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,0,0,0,0,2012,2014,-86.79198044,33.33349154,esri,StreetAddress,0,NA,L002944,dollar tree 3706,Dollar Tree
Family Dollar Store 1882,st_186343,2122,Cogswell Ave,NA,Pell City,AL,35125,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,0,0,0,0,0,2009,2013,-86.28346729,33.58703609,esri,StreetAddress,0,NA,L002956,family dollar store 1882,Family Dollar
DOLLAR GENERAL 3769,st_147195,703,E Highway 278 Byp,NA,PIEDMONT,AL,36272,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,0,0,0,0,0,0,2008,2012,-85.59856553,33.93364155,esri,PointAddress,0,NA,L003005,dollar general 3769,Dollar General
Dollar General 10674,st_219714,6431,Old Springville Rd,NA,Pinson,AL,35126,Combination Grocery/Other,2,Small retail,4,0,0,1,0,0,0,0,0,0,0,0,2010,2010,-86.61986238,33.69075117,esri,PointAddress,0,NA,L003032,dollar general 10674,Dollar General
DOLLAR GENERAL 1005,st_152707,0,4TH AVE E,NA,RED BAY,AL,35582,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,0,0,0,0,0,0,2008,2012,-88.1326612,34.4397369,google,geometric_center,0,NA,L003126,dollar general 1005,Dollar General
Family Dollar Store 1172,st_177615,0,Hwy 82 W,NA,Reform,AL,35481,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,0,0,0,0,2009,2014,-86.637961,32.5331373,google,geometric_center,0,NA,L003134,family dollar store 1172,Family Dollar
DOLLAR GENERAL 0728,st_150258,0,State Highway 59 S,NA,Robertsdale,AL,36567,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-87.70842,30.54234,usda,NA,0,NA,L003158,dollar general 0728,Dollar General
Family Dollar Store 561,st_177622,14001,Highway 43,Ste 15,Russellville,AL,35653,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,0,0,0,0,2009,2014,-87.7218927,34.49747274,esri,StreetAddress,0,NA,L003172,family dollar store 561,Family Dollar
FAMILY DOLLAR STORE 4538,st_180944,5443,Tammy Little Dr,NA,Section,AL,35771,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,0,0,0,0,2009,2014,-85.99084661,34.58573882,esri,StreetAddress,0,NA,L003245,family dollar store 4538,Family Dollar
Family Dollar Store 5397,st_184884,7820,Moffett Rd,NA,Semmes,AL,36575,Combination Grocery/Other,2,Small retail,4,0,1,1,0,0,0,0,0,0,0,0,2009,2010,-88.22597246,30.76284539,esri,PointAddress,0,NA,L003319,family dollar store 5397,Family Dollar
DOLLAR GENERAL 8640,st_150825,16170,Silverhill Ave,NA,Silverhill,AL,36576,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,0,0,2008,2016,-87.7480335,30.54550555,esri,PointAddress,0,NA,L003338,dollar general 8640,Dollar General
DOLLAR GENERAL 3760,st_151194,414,W Lawrence Harris Hwy,NA,Slocomb,AL,36375,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,0,0,0,0,0,0,2008,2012,-85.59799287,31.10762768,esri,StreetAddress,0,NA,L003340,dollar general 3760,Dollar General
DOLLAR GENERAL 1632,st_150372,0,Hwy 225,NA,Spanish Fort,AL,36527,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-87.90736,30.67057,usda,NA,0,NA,L003357,dollar general 1632,Dollar General
DOLLAR GENERAL 6486,st_153466,957,HWY 78,NA,SUMITON,AL,35148,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-87.04791,33.74544,usda,NA,0,NA,L003388,dollar general 6486,Dollar General
DOLLAR GENERAL 9096,st_153469,10800,S DAUPHIN PKWY,NA,THEODORE,AL,36582,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-88.14653,30.47962,usda,NA,0,NA,L003459,dollar general 9096,Dollar General
Dollar General 13993,st_319595,10150,Old Pascagoula Rd,NA,Theodore,AL,36582,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,1,1,1,1,1,0,2013,2017,-88.28245,30.53515,usda,NA,0,NA,L003460,dollar general 13993,Dollar General
Family Dollar Store 3466,st_177616,2788,Alabama Hwy 20,NA,Town Creek,AL,35672,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,0,0,0,0,2009,2014,-87.40188171,34.68102833,esri,StreetAddress,0,NA,L003504,family dollar store 3466,Family Dollar
DOLLAR GENERAL 3900,st_153349,0,Southland Vlg,NA,Troy,AL,36079,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-85.9649,31.78316,usda,NA,0,NA,L003517,dollar general 3900,Dollar General
DOLLAR GENERAL 9308,st_002156,1379,McFarland Blvd E,NA,Tuscaloosa,AL,35404,Combination Grocery/Other,2,Small retail,4,1,1,1,1,0,0,0,0,0,0,0,2008,2011,-87.52541555,33.19901584,esri,StreetAddress,0,NA,L003553,dollar general 9308,Dollar General
Family Dollar Store 640,st_174481,963,26th Ave E,NA,Tuscaloosa,AL,35404,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,0,0,0,0,0,0,2009,2012,-87.50398716,33.20462597,esri,PointAddress,0,NA,L003555,family dollar store 640,Family Dollar
DOLLAR GENERAL 8913,st_151112,721,Highway 72 W,NA,Tuscumbia,AL,35674,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-87.71349,34.71304,usda,NA,0,NA,L003610,dollar general 8913,Dollar General
Family Dollar 10789,st_360847,0,US Highway 29,NA,Valley,AL,36854,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,0,0,1,1,1,0,2015,2017,-85.183,32.79826,usda,NA,0,NA,L003651,family dollar 10789,Family Dollar
Family Dollar Store 7364,st_177600,2210,US Highway 43,NA,Winfield,AL,35594,Combination Grocery/Other,2,Small retail,4,0,1,1,1,0,0,0,0,0,0,0,2009,2011,-87.83470177,33.93486859,esri,StreetAddress,0,NA,L003738,family dollar store 7364,Family Dollar
Dollar General 3846,st_146974,0,HWY 62,NA,Ash Flat,AR,72513,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-91.62051,36.25218,usda,NA,0,NA,L003784,dollar general 3846,Dollar General
DOLLAR GENERAL 753,st_146924,102,N Market St,NA,Benton,AR,72015,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,0,0,0,2008,2015,-92.58816435,34.56374428,esri,PointAddress,0,NA,L003837,dollar general 753,Dollar General
DOLLAR GENERAL 7026,st_145761,14,Prospect Ct,NA,Cabot,AR,72023,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,0,0,2008,2016,-92.02740757,34.97666583,esri,PointAddress,0,NA,L003947,dollar general 7026,Dollar General
Dollar Tree 1062,st_176217,110,S Rockwood Dr,Ste 6,Cabot,AR,72023,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,1,1,1,0,2009,2017,-92.03783,34.9809,usda,NA,0,NA,L003949,dollar tree 1062,Dollar Tree
